company,review_date,rating,clean_text,sentiment
Maybank,2021-03-06,5.0,"productive workplace and supportive team members. maybank has the best work culture, very fast, very efficient, smooth and professional. their bureaucracy works efficiently in identifying abd solving problems as they are the biggest bank.",positive
Maybank,2021-03-17,4.0,"friendly environment. fun environment, friendly staff, willing to help. a lot of papers wasted, i think we should be more environmental friendly. a lot can be learnt and fun working environment. sometimes stressful sometimes fun. you have to know how to carry yourself as a trainee because they are way too busy to guide you from the scratch throughout the internship period.",positive
Maybank,2021-04-03,4.0,"happy work environment depending on department. supportive team members. high sales target, heavy work load under cash management dept may require always to stayback until night. maybank is a place where we can gain banking and finance experience. every place have its own speciality, valuable moment and expertise. it is depending on us to bring ourselves, to expose ourselves",positive
Maybank,2021-10-20,3.0,"great company to work. steep learning curve. management structure. great company to work for. more than a fair amount of flexibility and work / life balance and ran like a well oiled machine. managers are well trained for their role, contribute in any way they can and fair compensation for the 2 roles over a 4 year span i had with american express.",neutral
Maybank,2021-10-21,4.0,"productive & fun workplace. free lunch during mco, services easily available. heavy workload. corporate image, career advancement, good discipline, branding, social responsibility, & pleasant working environment, compliance culture, friendly & helpful bosses & subordinates",positive
Maybank,2021-11-17,5.0,sales. lunch. health. always confident with customer happy to do the sales make marketing tell people about the benefit of the product in the life make people happy easy going,positive
Maybank,2021-11-21,2.0,stressful and too many workload. house loan. healtchare. toxic culture here. too many workload and not enough staff to support. our team lead does not have technical knowledge about it. bad culture such as texting on late night to follow up about your project progress ( wayang lebih ).,negative
Maybank,2021-12-17,3.0,interview process. easy. low pay. the interview process has two people. sale pitch included. the salary is quite low and the comms is not that attractive but the work pace is slow and not stressful.,neutral
Maybank,2022-01-13,3.0,"long hours in it dept. good benefits. long hours, outdated systems. long hours and generally old systems. staff benefit is considered not bad. nice working colleagues. not many training opportunities. career advancement slow",neutral
Maybank,2022-02-12,5.0,"productive and fun workplace. benefits, and employee staff is very helpful. short break. a lot of new things can be learn and staff also very friendly. the work environment is very good. as a banker, we cannot run from our target that we need to achieve. it is quite stressful yet competitive environment in term of sales department. somehow, we have to be more independent and interact with lot of people in the workplace as well as our customers.",positive
Maybank,2022-02-23,4.0,"fast paced working environment. wfh. sometimes it can be way too exhausted and stressful but i would take it as a good exposure to the new challenges. collaborative and good support from the team. since everything is working in the fast paces, you will likely to have your things done in a minimal supervision. well it can be ' ugh ' at times but sometimes it is better that way nevertheless you should always be ready and well equipped for your things.",positive
Maybank,2022-03-24,1.0,"worked at service desk team. the team is so unorganized. no proper planning and they change everything time to time. qa is so unprofessional. high expectations without proper training towards the employee. no work life balance. force ot for all, more money but no life. not a recommended place to work.",negative
Maybank,2022-04-02,4.0,"fun. flexible. facility, management. happy with friendly colleagues. hope they can increases facility like cafe ( more choices ), desktop, car park, gim, staff room ( to rest ), chill room ( with activities )",positive
Maybank,2022-04-04,4.0,"you need to have strong passion to work in banking industry.... if not, you will easily burn out. you need to master self - motivated skills to survive. most managers expect you to answer their call / email fast even tho you ' re on leave. but it ' s good for you to learn how to manage your time, esp for fresh graduates. workplace culture depends on a branch. if your colleagues are okay, then okay lah.",positive
Maybank,2022-04-21,5.0,good place to have fast pace working environment and get promoted. supportive bosses and team. if you wanted to start career with sales position you better need to mastered out your mandarin and not just english. why? majority customers were chinese ( specifically for premier services ).,positive
Maybank,2022-04-30,5.0,"great benefits but bad environment. great benefits. kpi target. good for those with persuasive speaking talent, learn much & earn much at the same time. they provide consultation sessions for employees whom cannot cope with kpi targets",positive
Maybank,2022-05-10,3.0,fun people to work with. work life balance. salary low. culture and work life balance is good. management is friendly but lack of career progression here. people are nice here. workload is fair but sometimes too much.,neutral
Maybank,2022-05-19,5.0,"fun workplace. free lunch. healthy care. friendly staff, teamwork, pleasure to work at malayan banking berhad. i gain many knowledge. i forward to work more with maybank. i feel excited and happy.",positive
Maybank,2022-06-11,5.0,good experience overall. none. none. colleagues are all very helpful. get to work directly with management on projects and learnt alot. compensation was good too.,positive
Maybank,2022-06-16,5.0,good. its a gd experience and benefit. working environment is very good. u will hv more knowledge on financial sector. your career will support by the company and you will have better opportunities on your career for your future betterment.,positive
Maybank,2022-06-24,5.0,"work life balance. overall good working environment, you get to collaborate with a lot of units. very low chance of promotion. mostly only people from marketing or sales get it",positive
Maybank,2022-07-12,4.0,"good investment on career. pros : high - performance work culture good for experience and career enhancement protection in salary and benefits cons : very busy and stressfull, working in long hours you might meet with toxic team who are not reflect maybank culture and values",positive
Maybank,2022-07-30,4.0,productive. free lunch & friendly staff. good for career growth good management you must agile and have a good vision on job well experience staff helpful staff fast paced working area critical business area,positive
Maybank,2022-08-08,5.0,fun to work. with. many thing can learn. also you can enjoy to work and collaborate with many department on giving them support from hardware and software. and also provide them training on new system.,positive
Maybank,2022-10-07,5.0,"a bit stress. really stress due to fast pace. required fast thinker on problem solving matter. for the management, depend on the department, if good then be grateful. if not, go open job portal right now hahaha",positive
Maybank,2022-10-11,5.0,fun workplace. has so much elearning to complete & to learn from as u need in - depth knowledge for the job & everyone is very positive & always motivates u to become a better manager,positive
Maybank,2022-10-21,3.0,good fore your resume. can be absorbed to become execs. no medical coverage. for protege it is okay to learn new things certain department practised hybrid very high paced and competitive nice culture no politic office and comfort workplace,neutral
Maybank,2022-10-26,4.0,"productive & fun work place. has a work environment and culture that tends to be flexible and relaxed, making new employees feel comfortable and easy to adjust to the environment. being one of the best multinational companies, i think already has a very, very good reputation.",positive
Maybank,2022-10-28,4.0,"fast pace environment. lots of career knowledge and exposure to new challenges. you ' ll learn fast in terms of banking knowledge, management skills and interpersonal skills because of the projects, people and guidance you get from working here.",positive
Maybank,2022-10-31,5.0,simple and fun. accommodation available. 7 days working day. a very easy atmosphere to learn something new. the management and staff are very caring employees like their own family. a work culture that respects each other. work in 7 working days.,positive
Maybank,2022-11-06,5.0,"productive and friendly workplace. it s easy and fun job as you just need to attend customer enquiries about maybank related products and banking procedures. maybank also provides excellent insurance coverage for you, spouse and children. = d",positive
Maybank,2022-11-24,3.0,"steep learning curve, but rewarding. pros : good training provided healthcare benefit is ok easy to apply leave if you meet target typical working in a bank perks cons : typical challenges faced by people in sales some colleagues are masters of taichi incentive is paid after 2 months to reduce turnover rate very high turnover rate",neutral
Maybank,2022-11-25,5.0,"rewards awarded base on performance and target achieve. during mco food provided by co ' s. is a very established company, with humanising care to their staff. you can count on it if you want build career path, maybank has it own methodology upgrade their employees.",positive
Maybank,2022-12-09,5.0,"productive and fun workspace. working as an intern, the managers are very busy with their own tasks but also willing to teach, with patient and humble. overall a good place to learn as intern.",positive
Maybank,2022-12-12,3.0,"line manager and hr are easy to work with. the functional organizational structure is good compared to the other local banks. hybrid work set up. frequent meetings which will last even beyond office hours ( including weekends ). salary is based on experience reasonable offer + benefits. the line manager is not micro - managing. only requires an update about the accounts, if reporting to the branch or fieldwork. lm is not toxic. very supportive. only the higher - ups are a bit challenging to work with.",neutral
Maybank,2022-12-13,5.0,"complacent. benefit in kind. work culture. from my own experience, most of the staff stays because of the benefits offered by the company i. e medical & hospitalisation, leaves, commissions & incentives",positive
Maybank,2022-12-21,3.0,rewarding but demotivating work culture. you will be well compensated if you excel at work however does not take away the fact that you will undergo terrible stress because of poor management and process flow set by the company.,neutral
Maybank,2023-01-05,4.0,"fun teammates but quite loaded work tasks. flexible working hours. heavy workloads even for trainee. i worked as a prot g trainee here, as for the salary i must say that it is quite not compatible for the workloads but overall the it is acceptable because of the nice surroundings and good colleagues. but it ' s a fun experience working here!",positive
Maybank,2023-01-13,5.0,"generous company. pay for performance. being employed with maybank means being entitled to many benefits. medical allowance, vacation and sick leaves, bonuses and many others. good working environment.",positive
Maybank,2023-01-14,3.0,"admin work. nothing much to do because it was pandemic period and it was also towards end of the year when colleagues were starting to clear their leaves, and a few caught covid and everyone had to self - quarantine at home. in the end the work i was given to do were mostly boring admin work, even when you ask other colleagues for work they said they had nothing for me. couldn t learn much from anyone. but everyone was generally nice and friendly.",neutral
Maybank,2023-01-17,5.0,good salary. high responsibilities learning new things thinking out of box experiencing handling foreign bankers working hours is very sufficient many benefits were offered to staff,positive
Maybank,2023-01-23,5.0,fun workplace. good benefits. strict and firm boss. colleagues were friendly and helpful. maybank provide good benefits for employee. maybank was good and comfortable place l. maybank employees are well compensated.,positive
Maybank,2023-01-28,2.0,"low compensation and benefits, hard to it goals, good work life balance though. good work life balance. low compensation & benefits, dont learn a lot. get to deal with many cultures and products. management very silo ' d. nice people generally. low comp and benefits. work culture needs improvement. hard to advance.",negative
Maybank,2023-02-20,1.0,"no support. you are left yo your own devices, management are detached from what ' s happening on a daily basis. zero support when needed. as with most companies your a number nothing more",negative
Maybank,2023-02-26,5.0,"communicate effectively, provide feedback immediately. employees will receive positive feedback when they ' ve completed a goal or challenge, and when they worked well in teams. fun ideas to reward your employees and boost workplace morale. a step - by - step guide to developing an employee reward and recognition program.",positive
Maybank,2023-02-26,3.0,"good bank if youre looking for experiences. good benefit if holding non - sales position, vice versa. for sales position, please find good location and big branch with sales manager and senior with same position available in branch",neutral
Maybank,2023-04-14,4.0,very supportive teammates. had a wonderful opportunity to learn from all my helpful teammates that provided very helpful guidance and never hesitated to guide in any situations,positive
Maybank,2023-05-06,3.0,"fast - paced. a moderately fast - paced work setting. some tasks may still require manual work as the company environment does not allow you to do much on their computer. overall, it is a good place to start off your career. you will learn a lot throughout the journey.",neutral
Maybank,2023-05-23,3.0,"best place to learn. no work - life balance but best place to learn a new thing. you can unlock your multitask skill here. management is good but culture is not so good. always need to do extra work that not include on your jobscopes. the hardest part is, need to do sale but if your love to do sale, this is the best company for you. don ' t forget to unlock your multitask skill here.",neutral
Maybank,2023-05-26,5.0,"not the department i hoped for. cant choose the department u got into. i dont want this to be my career path so i gotta find something else in the mean time. however, its a great exposure to how the real working life is. lots of old people working.",positive
Maybank,2023-05-28,5.0,"fast - paced, good place to start career. a good place for resh graduates to start a career. salary offer is competitive wth current market. fast - paces environment, which bring lot exposure to a working environment.",positive
Maybank,2023-06-13,2.0,"very challenging environment. become the most wanted candidate for other bank that competes with maybank. no work life balance 9 - 5 job. to fit in this company, you must prepare your mind and soul to expect the worst. and to get well paid yearly increment and bonus, you must do the norm which is exceeding your daily job and your boss expectation. if you got into group tech, you can get the most top technology experiences. but in order to gain this precious experiences and new skills, you must not expect work life balance.",negative
Maybank,2023-06-21,4.0,family culture. decent leave and staff benefits available. generally the welfare is alright. company is backdated compared to local banks. management style is traditional,positive
Maybank,2023-06-28,4.0,"good teamwork. work life balance, better rewards but depending on your performance. flexible working hours and very good teamwork. you have the opportunity to be promoted.",positive
Maybank,2023-06-28,5.0,"friendly environment. 30 day annual leave. staff benefityes. fun place to work, always new thing to learn. g od staff benefityes, annual leave, medical benefityes, bonus, good place go gain good experience on the banking line.",positive
Maybank,2023-07-01,4.0,"productive, fun, stressful. will get to learn a lot by working in banking industry especially maybank. the expectation is quite high though. but at the same time, colleagues were nice and benefits are excellent. training will be provided with salary.",positive
Maybank,2023-07-19,4.0,good. very good and so much intertaining with mainly good condition and so much fun every day of the life work balance with the supportance of people and manager,positive
Maybank,2023-07-31,5.0,great workplace. benefits. stress. great workplace. meet a lot of people there. the team i work with were great. benefits are great. fast pace working environment. help me to develop a great skill set.,positive
Maybank,2023-08-14,4.0,"not easy but you can make it. as you know, sales is never easy. however, rezq js everywhere. the early process would be stressful as majority of the seniors wouldn ' t be a much of help once you start your target. kind of independent. relax and pick up your pace. if your branch environment did not help you, please ask to transfer. your first step is very important. speaking from my little experience, i do have the product knowledge but that alone is not enough. support from surrounding is needed too but you must show the effort. else, they won ' t help you. make sense? good luck",positive
Maybank,2023-08-19,4.0,"a great position to enter banking industry. as a protege at branch, usually have to promote bank ' s products to customer ( sales ) and assist them for any inquiries. if can, do try to rotate and try other departments. you will learn a lot especially in the branch. they have limited offer of permanent absorption. with manager ' s recommendation, maybe you can join as maybanker",positive
Maybank,2023-08-29,5.0,"productive. my manager is kind to me, love working together with him. always miss the moment under his supervision. meet my friend colleagues here and we still keep in touch after quit maybank.",positive
Maybank,2023-09-04,5.0,"a bit stressful yet rewarding. as an it, the rewards were less than business / investment related teams, but still slightly high than average rewards ( bonus, salary ). work culture varies in departments, but mine was bad. when reported, the answer was, "" this is banking "". mobility in departments is "" faked "" and only on paper.",positive
Maybank,2023-09-05,5.0,fun workmate and lots of benefits. salary. workload and less work life balance. good company to learn and i had great exposure of financial industry for my upcoming entry level career. fun colleagues to work with. good salary offered compared to another bank.,positive
Maybank,2023-09-06,5.0,great place to start a career. excellent entry point into the asean financial industry. management is efficient and effective in most matters. guidance and learning opportunities are in abundance.,positive
Maybank,2023-09-13,5.0,"nice colleagues. nice working environment, supportive colleagues. no micromanagement and great teamwork. it s a bit slow - paced and backwards but compensated by great culture.",positive
Maybank,2023-09-27,5.0,"positive productivity performance and always manages their time well. these advantages can include stronger employee relationships as wellle. family and medical leave, gym. i am thankful to my previous organization which is maybank berhad, because i have learnt a lot of things there. i enjoyed the people i worked with may",positive
Maybank,2023-09-27,1.0,not worth it. its not for everyone but the pay is good. if you can do sales and want to strive more this is the place for you. and if you can tahan kena maki also this place is for you. hahaha,negative
Maybank,2023-09-29,4.0,sales target are high as your salary. high salary and staff benefits are very good. stress level quite high. too much gossip in each outlet. salary is very high and good stress level is 8 being a salesperson will definitely be super duper busy. staff benefits are very good. the hr system is so convenient.,positive
Maybank,2023-10-03,5.0,"still the best bank for me, & i would like to rejoin with the maybank group soon. tq. what is the best part of working at the company? serve with our heart exmaybankers what is the most stressful part about working at the company? toxic environment & crowd situation what is the work environment and culture like at the company? humanising & positive environment what is a typical day like for you at the company? friday its a casual smart attire",positive
Maybank,2023-10-11,4.0,good place to start a sales career. helpful and flexible hours learned abt how to do sales the management is ok and willing to teach you new set of skills workplace culture is excellent hardest worker part is to reach target as its higher than other banks enjoysble part is maybank have so much benefit,positive
Maybank,2023-10-15,5.0,"good salary and working environment. supervisor too busy, need to be self - independent, not much can learn since i was interning at the branch and all customer ' s information is confidential, staff all friendly, the lunch break is 1 hour super short",positive
Maybank,2023-10-20,5.0,"benefits are great. maybank is a good company that provides good benefits. friendly working environment. with the current development and system enhancement, we need to be agile.",positive
Maybank,2023-10-28,5.0,"productive. best workplace, supportive seniors, fun environment, lot of learning, good colleagues, high salary, best place to work, best place to retire, easy access",positive
Maybank,2023-10-30,3.0,"good place to start a career. cons - 24 / 7 standby - take leave also need to be online - no work life balance pros - a lot of benefits ( claim, medical, bonus, salary ) - knowledgeable staff in their area - a lot if leave ( hard to utilize )",neutral
Maybank,2023-11-04,5.0,"productive and fun workplace. title : maybank - a superb workplace my experience at maybank has been truly outstanding, and here ' s why it stands out as an exceptional workplace : 1. * * inclusive culture * * : maybank fosters diversity and inclusion, creating a strong sense of belonging among employees. 2. * * supportive management * * : maybank ' s leadership is approachable and values employee feedback. 3. * * work - life balance * * : the company promotes work - life balance, offering flexibility and wellness support. 4. * * growth opportunities * * : maybank invests in professional development and career advancement. 5. * * competitive benefits * * : they offer competitive compensation and a comprehensive benefits package. 6. * * innovation * * : maybank embraces innovation and technology, keeping the work dynamic. 7. * * community engagement * * : maybank encourages community involvement, giving employees a sense of purpose. 8. * * collaborative environment * * : teamwork is a priority, creating a positive and productive atmosphere. 9. * * modern facilities * * : the workplace is comfortable, modern, and well - equipped. 10. * * job security * * : maybank provides stability and financial security. in summary, maybank is a community of passionate individuals working together to achieve common goals. if you seek a workplace that values employees, promotes growth, and makes a positive impact, maybank is the place to be.",positive
Maybank,2023-11-08,3.0,"good. maybank provides a supportive team environment and strong professional growth opportunities. work - life balance can be challenging, but competitive benefits and a focus on employee well - being compensate.",neutral
Maybank,2023-11-15,3.0,"protege sometimes neglected. it was a decent experienced depending on your department and manager, unfortunately there was no proper training for protege and often being negleted. theres also a power trip going on between older and younger fresh grad staff. good for expanding connections and networking.",neutral
Maybank,2023-11-20,4.0,"good work life balance but lacks progression. work life balance is good, a little bit of workplace politics. biggest problem is lack of career progression. friendly colleagues, with fair workload. lack of hybrid working policy.",positive
Maybank,2023-11-29,5.0,good job. good environment. good salary. good bonus. works really depends on yr technical skills to provide solution to the stakeholders. not so much work life balance,positive
Maybank,2023-11-30,5.0,fun and interesting. joined as a student ambassador and got to involve into the genm summit. fun activity though. maybank academy was quie a nice place and surprised they had buffet there.,positive
Maybank,2023-12-04,5.0,"good learning opportunity. maybank investment bank offers excellent learning, supportive seniors, and ample growth opportunities an enriching environment to thrive in. would recommend for graduates",positive
Maybank,2023-12-08,5.0,"having fun and good vibes. what is the best part of working at the company? when we are in the field, meet other clients what is the most stressful part about working at the company? of course travelling from one to another provinve",positive
Maybank,2023-12-19,4.0,"fast paced but traditional. internal process are still in traditional methodology but ironically they require you to work in a fast pace manner. if you were to come from an mnc company to here, you would experience culture shock on how outdated / old - school it feels in maybank head office.",positive
Maybank,2023-12-24,2.0,slow progression. career progression can be slow. politicking is present. takes time to get used to the culture and to do well. annual performance can be biased. would recommend for mid career moves.,negative
Maybank,2024-01-23,3.0,"fun but hard to achiv target. its just not my passion to be a sales, which maybe different with my background, but all of the people are supportive and good person just need more product win ratio that could compete with other bank",neutral
Maybank,2024-01-23,4.0,"competitive and challenging. lots of staff benefits. have to stayback. very competitive culture when you are in sales line. the culture depends on where you landed, supportive staff and pay good salaries. when you achieve your sales, management won t bother you much.",positive
Maybank,2024-02-06,3.0,"workload didn t worth the salary. old working system. 2k salary for protege. ot can be claimed but depends on line manager. no benefits, 8 months contract with total of 16 annual leave. old working system, old office.",neutral
Maybank,2024-02-13,5.0,productive and work fun place. what is the best part of working at the company? salary and the benefits. experience what is the most stressful part about working at the company? target given by company higher what is the work environment and culture like at the company? the place and also the customers what is a typical day like for you at the company? on the friday.. good mood always,positive
Maybank,2024-02-16,3.0,not a productive environment to work with. to much target to be achieved and ridiculous sales kpi. work environment is okay but still you had to blend in well. salary is high for fresh graduate but with high salary comes with high risk as well,neutral
Maybank,2024-02-22,5.0,"fun and encouraging. great team, supportive culture, challenging work. fosters learning & growth, highly recommend! positive environment, flexible hours, great benefits. high pressure, long hours, limited growth opportunities. unclear expectations, poor communication, low morale.",positive
Maybank,2024-02-29,5.0,friendly environment. friendly environment. management encourages personal development and up skilling. work life balance is present most of the time. career progression is slow though,positive
Maybank,2024-03-03,4.0,"productive and fun environment. good working in maybank. have a good benefit, continuous learning, great teamwork with the team. but working in sales department, you must achieved target to get commission",positive
Maybank,2024-03-10,5.0,productive and fun work place. great medical benefits. managers are quite supportive despite i was in sales line. customer base are quite wide and can be tricky to handle but the customer are very warm to hear any proposal from maybank,positive
Maybank,2024-03-14,3.0,"stressful job but great benefit. sales target is too high and management will push you to hit every month. management is not helping, but colleague all okay and supportive. benefits are great",neutral
Maybank,2024-03-31,5.0,"fun workplace. nice colleague, best working environment, got training and seniors are willingly to teach you if you are lost or dumbfounded. hope to get a permanent job at maybank",positive
Maybank,2024-04-15,5.0,good to work. overall good. nice colleagues and good place to learn. it ' s the largest bank in malaysia. value employees and provide training and development as well as experiences,positive
Maybank,2024-04-21,4.0,"a good place to start but in term of job culture is slight disappointing. benefit. always overtime. have a good company but not a good superior, learned a lot from senior and also from other tribe. in term of management, they want feedback but doesnt improve. workplace culture, lots of overseas worker than local and overtime almost everyday. not enough of staff so ask to do extra work. enjoyable in term of benefit and good friends. thats all",positive
Maybank,2024-05-01,3.0,"no career improvement, hard to have promotion. working in an environment where there is no career improvement and promotions are hard to come by can be quite challenging. it feels like being stuck in a perpetual cycle of monotony, with no room for growth or advancement. the lack of opportunities for promotion not only hampers professional development but also affects motivation and job satisfaction. it s disheartening to see your skills and talents go unrecognized, and your aspirations unfulfilled. this situation can lead to a decrease in productivity and morale over time. employers should strive to create a workplace that encourages career progression and recognizes employees efforts. after all, a motivated and satisfied workforce is key to the success of any organization. in conclusion, a stagnant career path and limited promotion opportunities can significantly impact an employee s motivation, satisfaction, and overall performance. it s crucial for organizations to address these issues to retain talent and ensure their growth.",neutral
Maybank,2024-05-06,5.0,"good opportunity to learn. learning curve. learning curve. very good first job... blessed to have the opportunity to work at maybank! besides the steep learning curve, i had the opportunity to learn from very capable colleagues.",positive
Maybank,2024-05-18,5.0,good career progression opportunities. 1. good benefits 2. good career progression opportunities 3. freedom to be creative and develop solutions as long as it s aligned with the bank s values 4. great environment 5. a lot of opportunities to learn and develop skills,positive
Maybank,2024-05-22,4.0,"decent place to start your internship. overall internship experience was good. there were a lot of event being held at menara maybank for the seasonal events, such as chinese new year and christmas.",positive
Maybank,2024-05-22,2.0,fun if not with the new culture that the p / ceo trying to establish. what is the best part of working at the company? i enjoyed most in maybank philippines is the life - work balance what is the most stressful part about working at the company? having to work for a boss that is a slave - driver what is the work environment and culture like at the company? the culture is relatively great except that the culture under the leadership of the president / ceo is trying to create makes it difficult for most employees. tip : kindly check the rate of resignation of employees under the current pres / ceo vs the previous pres / ceo? what is a typical day like for you at the company? i was having a great time until i was put into a unit wherein i had to drag myself to work because of the boss,negative
Maybank,2024-06-11,3.0,good culture low pay. very much below average salary but overall good environment. stable but slow progression. systems slow. horizontal rotations available to expand scope,neutral
Maybank,2024-06-17,3.0,"progression limited. can be limited progression, especially in a competitive environment. the quiet ones but really great working attitude tends to be left out n teased upon.",neutral
Maybank,2024-07-03,5.0,"good workplace overall. overall it ' s a good workplace and there are many roles in the bank where you can apply for swaps. good pay and bonus, yet there ' s no work life balance.",positive
Maybank,2024-07-12,4.0,fun work place. good environment and helpful colleagues. gain a lot of benefits. sometimes hard to dealing with customers. overall it was a nice company to working with.,positive
Maybank,2024-08-02,4.0,"no good when things happened eg, customer complaint there is no 1 to help u & support u. the company only side customer. benefit. no one hlp when things happened. no good when things happened eg, customer complaint there is no one to help u & support u. the company only side customer as they sacred in trouble",positive
Maybank,2024-09-26,5.0,fun and new experience. fresh. the best experience ever. learnt a lot of new stuff and get a lot of help from higher ups regarding the work scope. easy to apply. able to learn about market,positive
Maybank,2024-09-29,3.0,ok to work. the working enviroment depends on the department. good paying company and work life balance. the work is stress and if u can handle then you can work here,neutral
Maybank,2024-09-30,3.0,"balanced. longer hours starting ( due to system ), lower when you climb, salary is lower than industry standard. workload is ok. culture is not healthy. weekend work is expected.",neutral
Maybank,2024-10-05,4.0,fun place. a lot people that you can meet. salary is quite ok but not too fancy. bonus can be down to 2 months. but usually is 3 months. management will be depends on your manager,positive
Maybank,2024-10-06,5.0,"great place to kickstart your career. the people. a typical day is fast - paced, full of learning opportunities. great management, supportive culture. hardest part : tight deadlines. best part : teamwork!",positive
Maybank,2024-11-04,5.0,"good learning and standard intern pay. i like the job but the pay was low and there is no chance to convert to a full time job. the team and manager were great, colleagues were very helpful",positive
Maybank,2024-11-28,5.0,very productive. maybank offers a fun and healthy work environment where employees were able to work and strive to be better everyday. the employees were very supportive.,positive
Maybank,2024-12-24,4.0,"good place to work. great work environment : employees often mention the inclusive and collaborative culture at maybank. there is a strong sense of teamwork, and people enjoy working in a diverse, respectful, and supportive environment. work - life balance : many reviews highlight the company ' s efforts to maintain a good work - life balance. employees appreciate the flexibility in working hours, the option for remote work ( in some roles ), and generous leave policies. career growth opportunities : maybank is known for offering career advancement opportunities. employees often note that the company invests in their professional development, with various training programs and mentorship opportunities available to support career progression. employee benefits : benefits packages are another strong point. maybank offers competitive compensation, health insurance, retirement benefits, and wellness programs. employees value these perks, which contribute to their overall job satisfaction. leadership and management : many employees appreciate the approachable leadership at maybank, noting that management is supportive and values open communication. the company fosters a culture of feedback, which helps employees feel heard and valued.",positive
Maybank,2025-02-06,5.0,ok. no. no. good environment good workplace excellent customer care service able to deliver customer satisfaction with care. career enhancing and good vibes. really enjoyed,positive
Maybank,2025-03-03,4.0,"great for experience. maybank is a good place for fresh graduate, a lot you can learn and develop here. however, there is no work life balance that may make you exhausted. need to always on standby mode.",positive
Maybank,2025-03-13,5.0,"good benefits. pro good benefits to employee - insurance, bonus, allowances, increment, epf, staff loan, building facilities cons promoted next grade slow too many expatriates",positive
Maybank,2025-04-03,4.0,"productive and fun with many challenges. many sports activity. basketball and football. very enjoyable work here, the people was amazing, many sports activity, closing to the mall and the traffic was good. im work her since january 2003. i gained a lot of knowledge and experience at maybank, as well as sports experience competing with friends from southeast asia.",positive
Maybank,2025-04-09,1.0,"micromanaged and lacking constructive feedback. none. work - from - home arrangements were revoked without any explanation, accompanied by threats regarding job security. the work environment was stressful due to micromanagement, lack of constructive feedback, and misuse of authority. job security was often used as leverage in conversations, making the work environment feel unstable and pressured. advice for management. invest in leadership training manager should undergo proper training on effective leadership, communication, and employee management. decision - making should be based on logic and professionalism rather than personal emotions. trust your employees reduce micromanagement and allow more autonomy in daily tasks. employees perform better when they feel trusted and empowered. provide clear and constructive feedback instead of just pointing out mistakes, offer guidance on how employees can improve. regular, meaningful feedback can boost morale and productivity. ensure consistency in policies work - from - home arrangements and job expectations should be communicated transparently and applied fairly to avoid confusion and favoritism. the manager demonstrated clear favoritism, for example, roses were given only to their preferred employee in front of others who did not receive any. foster a supportive and professional work culture avoid using job security as leverage in conversations. a stable, respectful environment will encourage employees to stay and contribute positively.",negative
Maybank,2025-05-06,3.0,"department - dependent, decent experience. my internship experience was okay overall. it really depends on which department you re placed in if you end up in the right one, it s easier to fit in and there s a better chance of getting absorbed into the company. the allowance was given based on the number of days you worked, which might not work for everyone expecting a fixed monthly pay. honestly the people in my team are nice, but in terms of workloads there weren t much that interns are allowed to do as it is customer s privacy matters.",neutral
Maybank,2025-05-14,2.0,drained. what is the best part of working at the company? variety of food choices. ease accessible to lots of places for lunch. great for food lovers. what is the most stressful part about working at the company? toxic management in global banking team,negative
Maybank,2025-06-19,3.0,"okayish. okayish company. not much interesting projects. pay is average, but could be improved. intern policy is very poor, and they pay very little to them with no assurance of converting.",neutral
Maybank,2025-06-26,4.0,great organisation. great learning opportunity with good coaching culture. policies are humanising and employee first. cons would be environment is compliant and more traditional.,positive
Maybank,2025-07-07,5.0,"good friend. i would like to take this opportunity to express my heartfelt appreciation to my colleagues at maybank alor setar who have been incredibly supportive and generous with their guidance since my very first day. their willingness to share knowledge, their patience in teaching, and their constant encouragement have made a huge difference in my growth and confidence at work. they re not just coworkers they ve become mentors who are always ready to help without hesitation. every piece of advice and every small lesson has helped me improve and become more efficient in handling my responsibilities. i truly value the positive and professional work environment they create, filled with teamwork, respect, and mutual support. thank you for being such wonderful teammates and for making my experience here so meaningful. i m truly grateful, and i hope our bond continues to grow stronger as we move forward together.",positive
Maybank,2025-07-18,4.0,great. great co workers never stressful you can go home on time work life balance bosses are kind and they always check up on you they are also responsive of your inquiries,positive
Maybank,2025-08-06,4.0,"a lot of knowledge to learn. the workload is heavy, and some bosses have unpredictable moods, which makes it challenging for employees to focus on their tasks. however, there s a lot of knowledge to gain if you re willing to learn.",positive
Maybank,2025-08-07,5.0,good sallary. good sallary but hard to achieve the target and i think its a normal thing in every marketing team in every finance company. still a good start to start a career,positive
Maybank,2025-08-08,4.0,"everything is great here, can learn so many things but do not become protege or join programme. chances of you getting a job permanently is almost impossible. please reconsider if you expecting to have stable career soon after graduation. in terms of learning and experience you might gain a lot but not appreciating protege or graduate lvl.",positive
Maybank,2025-08-18,3.0,high kpi with fast pace. need to achieve a high kpi with changing directions from upper management. fast pace environment. not supportive manager. however good environment and supportive team members,neutral
Maybank,2025-10-04,5.0,very good experience because can learn about work environment. what is the best part of working at the company? friendly staff and good environment. what is the most stressful part about working at the company? stress if there is any accidental mistake that we didn ' t notice and need to re do whole thing.,positive
Maybank,2025-10-15,4.0,"perfect for learning. a great place to learn and grow as an intern. the environment is supportive, with great leaders and amazing teammates who are always willing to help. there s a good work - life balance, especially with the weekly work - from - home option. things can get a bit hectic during system changes, but overall it s a valuable and enjoyable learning experience.",positive
